
 frequency_dependence   1

 band_index    13    34
 sigma_matrix     0   0

 finite_difference_form   2
 finite_difference_spacing  1.000000

 symmetries
 ntran  = 12
 mtrx01 =  1  0  0  0  1  0  0  0  1
 mtrx02 = -1  1  0  0  1  0  0  0 -1
 mtrx03 =  0 -1  0  1 -1  0  0  0  1
 mtrx04 = -1  1  0 -1  0  0  0  0  1
 mtrx05 =  0 -1  0 -1  0  0  0  0 -1
 mtrx06 =  1  0  0  1 -1  0  0  0 -1
 mtrx07 =  1  0  0  0  1  0  0  0 -1
 mtrx08 = -1  1  0  0  1  0  0  0  1
 mtrx09 = -1  1  0 -1  0  0  0  0 -1
 mtrx10 =  0 -1  0  1 -1  0  0  0 -1
 mtrx11 =  1  0  0  1 -1  0  0  0  1
 mtrx12 =  0 -1  0 -1  0  0  0  0  1
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  22   -7.869112   -7.869112  -17.260486   11.944456  -11.076213  -16.392243  -15.142291   -9.119065   -8.878619  -10.530507  -15.846537   -8.573359   -8.437887    0.807636
  23   -6.944718   -6.944718  -15.811204   10.816916   -9.994806  -14.989093  -13.388548   -8.545263   -8.257232   -9.635600  -14.629887   -8.186058   -7.962668    0.820042
  24   -6.915521   -6.915521  -15.794349   10.815750  -10.023820  -15.002419  -13.408383   -8.509558   -8.222750   -9.662690  -14.641289   -8.148428   -7.926596    0.820074
  25   -6.491816   -6.491816  -16.531686   11.017463  -11.069886  -16.584110  -15.572278   -7.503647   -7.312401  -10.418298  -15.932521   -6.852059   -6.783969    0.810990
  26   -6.466163   -6.466163  -16.521070   11.063823  -11.140037  -16.597284  -15.592264   -7.471183   -7.281116  -10.486217  -15.943463   -6.817362   -6.750945    0.810883
  27   -3.824560   -3.824560  -10.704893    6.709839  -10.919062  -14.914116  -14.934685   -3.803992   -3.807899  -10.277092  -14.272146   -3.162022   -3.287863    0.810062
  28   -3.797784   -3.797784  -10.582880    6.519132  -10.766865  -14.830613  -14.866769   -3.761629   -3.768490  -10.126788  -14.190537   -3.121552   -3.249873    0.810241
  29   -3.431833   -3.431833  -11.371524    6.872429  -11.358348  -15.857443  -15.905701   -3.383575   -3.392982  -10.644522  -15.143617   -2.669749   -2.818300    0.805073
  30   -3.422426   -3.422426  -11.277994    6.770013  -11.275838  -15.783819  -15.841616   -3.364629   -3.375887  -10.564164  -15.072145   -2.652955   -2.802842    0.805207
  31   -3.328591   -3.328591  -10.841246    6.239946  -10.978416  -15.579716  -15.759751   -3.148555   -3.182724  -10.242497  -14.843797   -2.412637   -2.586476    0.810210
  32   -3.262022   -3.262022  -10.775430    6.372994  -11.152911  -15.555347  -15.739488   -3.077881   -3.112862  -10.420464  -14.822900   -2.345434   -2.519557    0.810031
  33   -2.145287   -2.145287  -10.910995    6.699139  -11.806292  -16.018149  -16.149163   -2.014273   -2.039895  -11.059213  -15.271069   -1.267194   -1.438917    0.804437
  34   -2.098605   -2.098605  -10.861345    6.875202  -12.013150  -15.999293  -16.137815   -1.960084   -1.987182  -11.267273  -15.253416   -1.214207   -1.387219    0.804372
 
       k =  0.083333  0.250000  0.000000 ik =  15 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -10.977957  -10.977957  -17.370869   12.561187  -10.263411  -15.073094  -13.608958  -12.442093  -12.147687   -9.884183  -14.693865  -12.062864  -11.844713    0.798922
  14  -10.964663  -10.964663  -17.386274   12.535012  -10.240756  -15.092017  -13.630946  -12.425733  -12.131930   -9.859340  -14.710602  -12.044318  -11.827213    0.798912
  15   -9.845666   -9.845666  -16.932947   11.760249  -10.073177  -15.245875  -13.702538  -11.389002  -11.091889   -9.684842  -14.857540  -11.000668  -10.778314    0.807487
  16   -9.835049   -9.835049  -16.923593   11.763456  -10.083844  -15.243981  -13.702360  -11.376671  -11.079966   -9.695267  -14.855405  -10.988094  -10.766176    0.807537
  17   -9.773333   -9.773333  -16.691305   11.574954   -9.672276  -14.788627  -13.205940  -11.356019  -11.048271   -9.351932  -14.468283  -11.035676  -10.790217    0.805553
  18   -9.767335   -9.767335  -16.695939   11.568474   -9.667988  -14.795453  -13.214414  -11.348375  -11.040930   -9.346646  -14.474112  -11.027033  -10.782076    0.805543
  19   -8.874897   -8.874897  -17.372215   12.143361  -10.981205  -16.210059  -14.829128  -10.255828   -9.991025  -10.475168  -15.704022   -9.749791   -9.582024    0.808243
  20   -8.865462   -8.865462  -17.353892   12.221392  -11.058457  -16.190957  -14.806372  -10.250047   -9.984658  -10.554897  -15.687397   -9.746487   -9.577618    0.808326
  21   -7.680826   -7.680826  -16.700518   11.449073  -10.645006  -15.896451  -14.562034   -9.015243   -8.763097  -10.158846  -15.410291   -8.529083   -8.368800    0.811045
  22   -7.614677   -7.614677  -16.710330   11.499593  -10.718201  -15.928938  -14.592546   -8.951069   -8.698654  -10.231473  -15.442209   -8.464340   -8.303857    0.811122
  23   -7.241648   -7.241648  -16.022899   10.938555  -10.006736  -15.091080  -13.489890   -8.842839   -8.552432   -9.639859  -14.724202   -8.475961   -8.252095    0.818631
  24   -7.218037   -7.218037  -16.008163   10.927776  -10.020564  -15.100951  -13.506104   -8.812884   -8.523665   -9.652098  -14.732485   -8.444418   -8.222019    0.818654
  25   -6.802559   -6.802559  -16.660081   11.264116  -11.166579  -16.562543  -15.562072   -7.803031   -7.612063  -10.520776  -15.916741   -7.157228   -7.089530    0.809122
  26   -6.736576   -6.736576  -16.609650   11.218527  -11.168080  -16.559203  -15.558866   -7.736913   -7.546031  -10.524971  -15.916094   -7.093804   -7.025639    0.809182
  27   -3.900782   -3.900782  -11.161407    7.084254  -11.346755  -15.423907  -15.517577   -3.807113   -3.825101  -10.640680  -14.717832   -3.101037   -3.254618    0.807963
  28   -3.838858   -3.838858  -11.002625    6.841233  -11.150208  -15.311600  -15.411503   -3.738955   -3.758119  -10.453654  -14.615047   -3.042401   -3.195180    0.808176
  29   -3.479902   -3.479902  -11.818325    6.941154  -11.573445  -16.450616  -16.624636   -3.305881   -3.340286  -10.760485  -15.637656   -2.492922   -2.688051    0.802297
  30   -3.453604   -3.453604  -11.707759    6.803845  -11.447241  -16.351155  -16.527060   -3.277699   -3.312413  -10.641828  -15.545742   -2.472286   -2.665949    0.802650
  31   -2.927566   -2.927566  -10.644025    6.385970  -11.256375  -15.514430  -15.708544   -2.733451   -2.770303  -10.513690  -14.771745   -1.990766   -2.168612    0.810156
  32   -2.878411   -2.878411  -10.581841    6.337789  -11.237402  -15.481454  -15.680075   -2.679790   -2.717498  -10.498001  -14.742054   -1.940389   -2.118475    0.810148
  33   -1.781034   -1.781034  -10.788637    6.612399  -11.919217  -16.095455  -16.277995   -1.598494   -1.634371  -11.143909  -15.320146   -0.823185   -1.011448    0.803453
  34   -1.744311   -1.744311  -10.752177    6.604606  -11.930875  -16.078445  -16.265454   -1.557301   -1.594067  -11.157449  -15.305020   -0.783876   -0.972696    0.803402
 
       k =  0.083333  0.333333  0.000000 ik =  16 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.320777  -11.320777  -17.201818   12.296341   -9.822451  -14.727929  -13.177871  -12.870835  -12.557808   -9.493408  -14.398886  -12.541792  -12.295213    0.798055
  14  -11.320438  -11.320438  -17.200493   12.296141   -9.823498  -14.727850  -13.177734  -12.870555  -12.557503   -9.494615  -14.398967  -12.541671  -12.295039    0.798046
  15  -10.435991  -10.435991  -16.930823   11.961690  -10.007190  -14.976324  -13.382544  -12.029771  -11.720491   -9.656083  -14.625217  -11.678663  -11.437517    0.805946
  16  -10.428481  -10.428481  -16.924427   11.976630  -10.030658  -14.978454  -13.387248  -12.019687  -11.710961   -9.678506  -14.626303  -11.667536  -11.427134    0.805980
  17   -9.813148   -9.813148  -17.003184   11.843255   -9.927094  -15.087023  -13.524824  -11.375347  -11.071608   -9.573063  -14.732992  -11.021316  -10.786412    0.805570
  18   -9.813130   -9.813130  -17.022716   11.815809   -9.898580  -15.105487  -13.546962  -11.371655  -11.068538   -9.541863  -14.748771  -11.014939  -10.781199    0.805510
  19   -9.043420   -9.043420  -17.445647   12.154207  -10.862795  -16.154236  -14.745982  -10.451674  -10.180764  -10.369536  -15.660977   -9.958415   -9.782394    0.807627
  20   -9.034199   -9.034199  -17.439284   12.135290  -10.847604  -16.151598  -14.743261  -10.442536  -10.171654  -10.354238  -15.658232   -9.949170   -9.773183    0.807658
  21   -7.607452   -7.607452  -16.254996   11.146473  -10.208669  -15.317192  -13.816755   -9.107889   -8.830541   -9.803273  -14.911797   -8.702494   -8.500081    0.815155
  22   -7.581400   -7.581400  -16.333554   11.161146  -10.105366  -15.277773  -13.690976   -9.168197   -8.877218   -9.717192  -14.889599   -8.780023   -8.560225    0.816625
  23   -7.520951   -7.520951  -16.230983   11.138686  -10.255770  -15.348067  -13.869518   -8.999500   -8.726358   -9.842758  -14.935055   -8.586488   -8.389644    0.815263
  24   -7.487641   -7.487641  -16.168937   11.113398  -10.358404  -15.413942  -14.019194   -8.882389   -8.622827   -9.927224  -14.982763   -8.451209   -8.271890    0.813901
  25   -6.699997   -6.699997  -16.435015   11.125171  -10.996061  -16.305904  -15.232710   -7.773192   -7.569807  -10.393427  -15.703270   -7.170558   -7.081380    0.810486
  26   -6.609763   -6.609763  -16.345662   11.144268  -11.073257  -16.274651  -15.200986   -7.683428   -7.480194  -10.476251  -15.677645   -7.086423   -6.996196    0.810710
  27   -3.742223   -3.742223  -11.870210    7.291048  -11.771013  -16.350175  -16.551238   -3.541160   -3.580648  -10.955060  -15.534222   -2.725207   -2.924944    0.803604
  28   -3.706091   -3.706091  -11.888868    7.168799  -11.669574  -16.389643  -16.590487   -3.505247   -3.544767  -10.852250  -15.572319   -2.687923   -2.888269    0.803229
  29   -3.351040   -3.351040  -12.127728    6.809226  -11.665593  -16.984095  -17.261985   -3.073150   -3.128908  -10.771215  -16.089717   -2.178772   -2.413984    0.799353
  30   -3.340360   -3.340360  -12.041048    6.771251  -11.648522  -16.918319  -17.200031   -3.058648   -3.115103  -10.759234  -16.029031   -2.169359   -2.404029    0.799599
  31   -2.439316   -2.439316  -10.377843    6.040238  -11.078598  -15.416203  -15.607198   -2.248321   -2.284759  -10.344370  -14.681976   -1.514094   -1.690608    0.809219
  32   -2.404722   -2.404722  -10.332424    6.069995  -11.122366  -15.384795  -15.577772   -2.211745   -2.248558  -10.391787  -14.654216   -1.481166   -1.657346    0.809237
  33   -1.632453   -1.632453  -10.545873    6.513200  -11.884528  -15.917201  -16.119744   -1.429910   -1.469589  -11.113353  -15.146026   -0.658735   -0.849491    0.804096
  34   -1.608590   -1.608590  -10.527133    6.515609  -11.893573  -15.905097  -16.109662   -1.404025   -1.444108  -11.124467  -15.135991   -0.634919   -0.825701    0.804059
 
       k =  0.083333  0.416667  0.000000 ik =  17 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.592680  -11.592680  -16.999551   12.207221   -9.594780  -14.387110  -12.749783  -13.230007  -12.898402   -9.312720  -14.105050  -12.947947  -12.673467    0.797472
  14  -11.581041  -11.581041  -17.005813   12.188058   -9.577345  -14.395101  -12.758408  -13.217733  -12.886310   -9.294544  -14.112299  -12.934931  -12.660775    0.797505
  15  -10.782670  -10.782670  -16.914140   12.118944   -9.992440  -14.787636  -13.162512  -12.407794  -12.090592   -9.665183  -14.460379  -12.080537  -11.827211    0.804814
  16  -10.777177  -10.777177  -16.911535   12.076905   -9.957829  -14.792460  -13.170220  -12.399417  -12.082807   -9.629117  -14.463747  -12.070705  -11.818249    0.804832
  17   -9.948687   -9.948687  -17.349670   12.131663  -10.190723  -15.408729  -13.935466  -11.421950  -11.132411   -9.785183  -15.003190  -11.016411  -10.806572    0.803470
  18   -9.940907   -9.940907  -17.374364   12.131423  -10.192482  -15.435423  -13.967423  -11.408906  -11.120328   -9.783227  -15.026167  -10.999651  -10.791524    0.803420
  19   -9.097563   -9.097563  -17.473811   12.199540  -10.862858  -16.137128  -14.718613  -10.516078  -10.242881  -10.376153  -15.650423  -10.029373   -9.849912    0.807406
  20   -9.088510   -9.088510  -17.473501   12.158103  -10.826354  -16.141753  -14.724588  -10.505675  -10.232762  -10.338359  -15.653758  -10.017680   -9.838743    0.807423
  21   -7.784242   -7.784242  -16.539094   11.336005  -10.179799  -15.382888  -13.791415   -9.375716   -9.082243   -9.779220  -14.982310   -8.975137   -8.755532    0.815597
  22   -7.779666   -7.779666  -16.519825   11.333171  -10.185759  -15.372413  -13.782814   -9.369264   -9.076182   -9.786163  -14.972817   -8.969668   -8.750261    0.815625
  23   -7.430215   -7.430215  -15.932793   10.966458  -10.183322  -15.149658  -13.665312   -8.914560   -8.641478   -9.799537  -14.765872   -8.530775   -8.328300    0.816025
  24   -7.359573   -7.359573  -15.946338   10.965918  -10.196392  -15.176813  -13.688343   -8.848042   -8.574473   -9.812713  -14.793133   -8.464363   -8.261311    0.816208
  25   -6.462310   -6.462310  -16.056808   10.898075  -10.881559  -16.040292  -14.950502   -7.552100   -7.347519  -10.305590  -15.464323   -6.976130   -6.879673    0.812275
  26   -6.361313   -6.361313  -15.970718   10.832773  -10.868990  -16.006935  -14.910568   -7.457681   -7.252234  -10.300778  -15.438723   -6.889469   -6.790498    0.812611
  27   -3.643314   -3.643314  -12.794106    7.654959  -12.333149  -17.472296  -17.777764   -3.337845   -3.399442  -11.391235  -16.530381   -2.395931   -2.647463    0.798352
  28   -3.604082   -3.604082  -12.746229    7.434492  -12.138303  -17.450041  -17.759507   -3.294616   -3.356970  -11.198000  -16.509738   -2.354313   -2.606127    0.798512
  29   -3.166917   -3.166917  -12.237970    7.078365  -12.070799  -17.230404  -17.544460   -2.852862   -2.916416  -11.138558  -16.298163   -1.920620   -2.172831    0.797632
  30   -3.071284   -3.071284  -12.115042    7.254476  -12.323547  -17.184113  -17.506750   -2.748646   -2.813955  -11.396450  -16.257016   -1.821549   -2.074520    0.797580
  31   -2.042249   -2.042249  -10.259000    6.316112  -11.512322  -15.455211  -15.650701   -1.846759   -1.884325  -10.775812  -14.718700   -1.110248   -1.289345    0.807837
  32   -2.014107   -2.014107  -10.246188    6.416884  -11.610592  -15.439896  -15.636687   -1.817316   -1.855140  -10.877321  -14.706625   -1.084046   -1.262807    0.807796
  33   -1.724391   -1.724391  -10.180718    6.215487  -11.516801  -15.482032  -15.673293   -1.533130   -1.570170  -10.780868  -14.746099   -0.797197   -0.976762    0.806335
  34   -1.706771   -1.706771  -10.197261    6.240381  -11.532014  -15.488894  -15.681725   -1.513940   -1.551302  -10.797386  -14.754266   -0.779312   -0.959013    0.806244
 
       k =  0.083333  0.500000  0.000000 ik =  18 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.592680  -11.592680  -16.998956   12.207413   -9.594960  -14.386503  -12.749783  -13.229400  -12.897877   -9.312895  -14.104439  -12.947336  -12.672946    0.797446
  14  -11.581041  -11.581041  -17.005251   12.188230   -9.577509  -14.394530  -12.758408  -13.217163  -12.885819   -9.294703  -14.111724  -12.934357  -12.660287    0.797483
  15  -10.782670  -10.782670  -16.913550   12.119004   -9.992461  -14.787007  -13.162512  -12.407164  -12.090084   -9.665197  -14.459743  -12.079900  -11.826698    0.804813
  16  -10.777177  -10.777177  -16.910940   12.076982   -9.957868  -14.791826  -13.170220  -12.398784  -12.082296   -9.629149  -14.463107  -12.070065  -11.817733    0.804831
  17   -9.948687   -9.948687  -17.349238   12.131604  -10.190727  -15.408360  -13.935466  -11.421581  -11.132123   -9.785184  -15.002817  -11.016038  -10.806278    0.803476
  18   -9.940907   -9.940907  -17.373959   12.131310  -10.192431  -15.435080  -13.967423  -11.408564  -11.120061   -9.783173  -15.025821  -10.999305  -10.791252    0.803426
  19   -9.097563   -9.097563  -17.473892   12.199504  -10.862915  -16.137303  -14.718613  -10.516253  -10.243023  -10.376207  -15.650595  -10.029545   -9.850051    0.807407
  20   -9.088510   -9.088510  -17.473585   12.158074  -10.826421  -16.141931  -14.724588  -10.505853  -10.232907  -10.338422  -15.653933  -10.017855   -9.838886    0.807424
  21   -7.784242   -7.784242  -16.538642   11.336135  -10.179910  -15.382417  -13.791415   -9.375245   -9.081857   -9.779327  -14.981835   -8.974662   -8.755144    0.815596
  22   -7.779666   -7.779666  -16.519376   11.333303  -10.185872  -15.371945  -13.782814   -9.368797   -9.075799   -9.786272  -14.972345   -8.969197   -8.749876    0.815624
  23   -7.430215   -7.430215  -15.933143   10.966732  -10.183521  -15.149932  -13.665312   -8.914835   -8.641701   -9.799737  -14.766149   -8.531051   -8.328525    0.816025
  24   -7.359573   -7.359573  -15.946714   10.966310  -10.196697  -15.177102  -13.688343   -8.848331   -8.574710   -9.813019  -14.793424   -8.464654   -8.261549    0.816208
  25   -6.462310   -6.462310  -16.057424   10.898300  -10.881751  -16.040876  -14.950502   -7.552683   -7.347988  -10.305791  -15.464915   -6.976723   -6.880152    0.812271
  26   -6.361313   -6.361313  -15.971358   10.832716  -10.868893  -16.007535  -14.910568   -7.458281   -7.252716  -10.300690  -15.439332   -6.890078   -6.790991    0.812607
  27   -3.643314   -3.643314  -12.793878    7.655001  -12.333186  -17.472063  -17.777764   -3.337613   -3.399257  -11.391266  -16.530143   -2.395693   -2.647274    0.798351
  28   -3.604082   -3.604082  -12.746123    7.434561  -12.138439  -17.450001  -17.759507   -3.294577   -3.356939  -11.198133  -16.509695   -2.354271   -2.606097    0.798509
  29   -3.166917   -3.166917  -12.238274    7.078501  -12.070750  -17.230523  -17.544460   -2.852981   -2.916509  -11.138514  -16.298287   -1.920745   -2.172920    0.797640
  30   -3.071284   -3.071284  -12.115493    7.254343  -12.323299  -17.184449  -17.506750   -2.748982   -2.814220  -11.396209  -16.257359   -1.821892   -2.074786    0.797586
  31   -2.042249   -2.042249  -10.260014    6.315653  -11.512015  -15.456377  -15.650701   -1.847925   -1.885269  -10.775518  -14.719880   -1.111428   -1.290306    0.807827
  32   -2.014107   -2.014107  -10.247230    6.416115  -11.610022  -15.441136  -15.636687   -1.818556   -1.856144  -10.876765  -14.707880   -1.085300   -1.263830    0.807785
  33   -1.724391   -1.724391  -10.180294    6.216521  -11.517551  -15.481324  -15.673293   -1.532422   -1.569597  -10.781608  -14.745381   -0.796478   -0.976172    0.806347
  34   -1.706771   -1.706771  -10.196866    6.240939  -11.532335  -15.488262  -15.681725   -1.513308   -1.550791  -10.797698  -14.753625   -0.778671   -0.958487    0.806253
 
       k =  0.083333  0.583333  0.000000 ik =  19 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.320777  -11.320777  -17.200528   12.296323   -9.822442  -14.726647  -13.177871  -12.869552  -12.556769   -9.493384  -14.397589  -12.540495  -12.294166    0.798045
  14  -11.320438  -11.320438  -17.199140   12.295920   -9.823288  -14.726509  -13.177734  -12.869214  -12.556421   -9.494390  -14.397610  -12.540315  -12.293947    0.798039
  15  -10.435991  -10.435991  -16.929274   11.962933  -10.008313  -14.974654  -13.382544  -12.028101  -11.719144   -9.657188  -14.623529  -11.676975  -11.436156    0.805945
  16  -10.428481  -10.428481  -16.922866   11.977896  -10.031803  -14.976774  -13.387248  -12.018007  -11.709605   -9.679634  -14.624604  -11.665837  -11.425764    0.805979
  17   -9.813148   -9.813148  -17.002638   11.843165   -9.927145  -15.086617  -13.524824  -11.374941  -11.071293   -9.573108  -14.732581  -11.020904  -10.786089    0.805577
  18   -9.813130   -9.813130  -17.022222   11.815645   -9.898553  -15.105130  -13.546962  -11.371298  -11.068258   -9.541831  -14.748408  -11.014576  -10.780913    0.805515
  19   -9.043420   -9.043420  -17.445688   12.154303  -10.863143  -16.154529  -14.745982  -10.451967  -10.181003  -10.369871  -15.661257   -9.958695   -9.782622    0.807629
  20   -9.034199   -9.034199  -17.439329   12.134795  -10.847364  -16.151898  -14.743261  -10.442837  -10.171900  -10.353986  -15.658520   -9.949459   -9.773418    0.807661
  21   -7.607452   -7.607452  -16.254812   11.146719  -10.208822  -15.316916  -13.816755   -9.107613   -8.830313   -9.803420  -14.911514   -8.702211   -8.499848    0.815153
  22   -7.581400   -7.581400  -16.332599   11.161054  -10.105232  -15.276777  -13.690976   -9.167200   -8.876401   -9.717047  -14.888592   -8.779016   -8.559401    0.816623
  23   -7.520951   -7.520951  -16.230784   11.139078  -10.256068  -15.347774  -13.869518   -8.999207   -8.726119   -9.843050  -14.934756   -8.586189   -8.389401    0.815264
  24   -7.487641   -7.487641  -16.169573   11.114332  -10.359162  -15.414403  -14.019194   -8.882850   -8.623205   -9.927983  -14.983223   -8.451670   -8.272266    0.813902
  25   -6.699997   -6.699997  -16.435957   11.124767  -10.995623  -16.306814  -15.232710   -7.774101   -7.570535  -10.393002  -15.704192   -7.171480   -7.082124    0.810479
  26   -6.609763   -6.609763  -16.346673   11.144231  -11.073163  -16.275605  -15.200986   -7.684382   -7.480959  -10.476172  -15.678613   -7.087390   -6.996977    0.810703
  27   -3.742223   -3.742223  -11.870433    7.291841  -11.772114  -16.350706  -16.551238   -3.541691   -3.581076  -10.956165  -15.534757   -2.725742   -2.925383    0.803596
  28   -3.706091   -3.706091  -11.888829    7.169516  -11.670478  -16.389790  -16.590487   -3.505394   -3.544887  -10.853150  -15.572462   -2.688066   -2.888392    0.803221
  29   -3.351040   -3.351040  -12.127685    6.809046  -11.664903  -16.983542  -17.261985   -3.072597   -3.128461  -10.770518  -16.089157   -2.178212   -2.413515    0.799371
  30   -3.340360   -3.340360  -12.041306    6.770915  -11.647793  -16.918184  -17.200032   -3.058513   -3.114990  -10.758506  -16.028897   -2.169226   -2.403900    0.799618
  31   -2.439316   -2.439316  -10.379481    6.040906  -11.079354  -15.417929  -15.607198   -2.250047   -2.286158  -10.345146  -14.683720   -1.515838   -1.692030    0.809208
  32   -2.404721   -2.404721  -10.334022    6.070675  -11.123165  -15.386512  -15.577772   -2.213461   -2.249949  -10.392604  -14.655951   -1.482900   -1.658760    0.809226
  33   -1.632454   -1.632454  -10.546261    6.516091  -11.887042  -15.917213  -16.119744   -1.429922   -1.469596  -11.115860  -15.146031   -0.658740   -0.849483    0.804108
  34   -1.608590   -1.608590  -10.527483    6.516267  -11.893887  -15.905104  -16.109662   -1.404032   -1.444111  -11.124774  -15.135990   -0.634918   -0.825689    0.804070
 
       k =  0.083333  0.666667  0.000000 ik =  20 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -10.977957  -10.977957  -17.369959   12.561071  -10.263189  -15.072077  -13.608958  -12.441076  -12.146852   -9.883946  -14.692834  -12.061833  -11.843872    0.798906
  14  -10.964663  -10.964663  -17.385342   12.534940  -10.240577  -15.090979  -13.630946  -12.424695  -12.131077   -9.859147  -14.709549  -12.043266  -11.826354    0.798896
  15   -9.845666   -9.845666  -16.931093   11.760095  -10.072851  -15.243849  -13.702538  -11.386976  -11.090247   -9.684493  -14.855491  -10.998619  -10.776655    0.807482
  16   -9.835049   -9.835049  -16.921738   11.763292  -10.083510  -15.241957  -13.702360  -11.374646  -11.078325   -9.694911  -14.853357  -10.986046  -10.764518    0.807534
  17   -9.773333   -9.773333  -16.691226   11.574496   -9.671961  -14.788691  -13.205940  -11.356084  -11.048344   -9.351616  -14.468347  -11.035739  -10.790285    0.805567
  18   -9.767335   -9.767335  -16.695847   11.568003   -9.667657  -14.795500  -13.214414  -11.348421  -11.040992   -9.346315  -14.474158  -11.027079  -10.782132    0.805558
  19   -8.874897   -8.874897  -17.371862   12.142900  -10.981068  -16.210030  -14.829128  -10.255799   -9.991005  -10.475013  -15.703974   -9.749743   -9.581988    0.808246
  20   -8.865462   -8.865462  -17.353548   12.220907  -11.058303  -16.190944  -14.806372  -10.250034   -9.984653  -10.554725  -15.687366   -9.746456   -9.577596    0.808330
  21   -7.680826   -7.680826  -16.701191   11.449719  -10.645553  -15.897025  -14.562034   -9.015817   -8.763571  -10.159390  -15.410862   -8.529654   -8.369268    0.811051
  22   -7.614677   -7.614677  -16.711112   11.500506  -10.718990  -15.929597  -14.592546   -8.951727   -8.699196  -10.232260  -15.442867   -8.464997   -8.304396    0.811128
  23   -7.241648   -7.241648  -16.021824   10.938654  -10.006835  -15.090004  -13.489890   -8.841763   -8.551550   -9.639943  -14.723112   -8.474871   -8.251201    0.818630
  24   -7.218037   -7.218037  -16.007072   10.927842  -10.020628  -15.099859  -13.506104   -8.811792   -8.522770   -9.652148  -14.731379   -8.443312   -8.221112    0.818653
  25   -6.802559   -6.802559  -16.659896   11.263634  -11.166113  -16.562375  -15.562072   -7.802862   -7.611919  -10.520313  -15.916575   -7.157063   -7.089393    0.809114
  26   -6.736576   -6.736576  -16.609602   11.217804  -11.167354  -16.559153  -15.558866   -7.736862   -7.545982  -10.524250  -15.916048   -7.093758   -7.025598    0.809174
  27   -3.900782   -3.900782  -11.161408    7.084175  -11.346982  -15.424214  -15.517577   -3.807420   -3.825349  -10.640912  -14.718144   -3.101349   -3.254876    0.807956
  28   -3.838858   -3.838858  -11.002656    6.841021  -11.150238  -15.311873  -15.411503   -3.739228   -3.758340  -10.453687  -14.615322   -3.042676   -3.195409    0.808168
  29   -3.479902   -3.479902  -11.817972    6.940297  -11.572177  -16.449853  -16.624636   -3.305118   -3.339671  -10.759204  -15.636880   -2.492145   -2.687412    0.802313
  30   -3.453604   -3.453604  -11.707393    6.803489  -11.446411  -16.350314  -16.527060   -3.276858   -3.311736  -10.640983  -15.544886   -2.471430   -2.665247    0.802665
  31   -2.927566   -2.927566  -10.645876    6.385966  -11.256361  -15.516270  -15.708544   -2.735292   -2.771796  -10.513697  -14.773606   -1.992627   -2.170129    0.810147
  32   -2.878411   -2.878411  -10.583643    6.337726  -11.237351  -15.483269  -15.680075   -2.681605   -2.718971  -10.497970  -14.743888   -1.942224   -2.119970    0.810138
  33   -1.781034   -1.781034  -10.789924    6.611940  -11.918366  -16.096350  -16.277995   -1.599389   -1.635088  -11.143061  -15.321045   -0.824084   -1.012158    0.803465
  34   -1.744311   -1.744311  -10.753424    6.603970  -11.929871  -16.079325  -16.265454   -1.558181   -1.594772  -11.156449  -15.305903   -0.784759   -0.973394    0.803414
 
       k =  0.083333  0.750000  0.000000 ik =  21 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -10.948883  -10.948883  -17.191029   12.303794   -9.958741  -14.845976  -13.344151  -12.450709  -12.149517   -9.605548  -14.492783  -12.097516  -11.867157    0.799449
  14  -10.938870  -10.938870  -17.203416   12.282997   -9.937446  -14.857865  -13.357471  -12.439265  -12.138387   -9.582918  -14.503338  -12.084737  -11.854954    0.799468
  15   -9.597853   -9.597853  -17.020542   11.962125  -10.202976  -15.261393  -13.855545  -11.003702  -10.726020   -9.802668  -14.861085  -10.603393  -10.404780    0.802481
  16   -9.594055   -9.594055  -17.000548   12.008126  -10.255720  -15.248142  -13.839847  -11.002350  -10.724334   -9.857445  -14.849867  -10.604075  -10.404683    0.802586
  17   -9.185130   -9.185130  -16.903416   11.669831  -10.288840  -15.522424  -14.031037  -10.676517  -10.392725   -9.853849  -15.087433  -10.241527  -10.040508    0.809713
