
 frequency_dependence   1

 band_index    11    40
 sigma_matrix     0   0

 finite_difference_form   1
 finite_difference_spacing  1.000000

 symmetries
 ntran  = 12
 mtrx01 =  1  0  0  0  1  0  0  0  1
 mtrx02 = -1  0  0  0 -1  0  0  0  1
 mtrx03 =  1 -1  0  1  0  0  0  0  1
 mtrx04 =  0  1  0 -1  1  0  0  0  1
 mtrx05 =  0 -1  0  1 -1  0  0  0  1
 mtrx06 = -1  1  0 -1  0  0  0  0  1
 mtrx07 =  1 -1  0  0 -1  0  0  0  1
 mtrx08 = -1  1  0  0  1  0  0  0  1
 mtrx09 =  0  1  0  1  0  0  0  0  1
 mtrx10 = -1  0  0 -1  1  0  0  0  1
 mtrx11 =  1  0  0  1 -1  0  0  0  1
 mtrx12 =  0 -1  0 -1  0  0  0  0  1
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n        elda        ecor           x        sx-x          ch         sig         vxc        eqp0        eqp1         ch'        sig'       eqp0'       eqp1'         Znk
  32   19.310133   19.310133   -7.620128    3.829862   -9.062387  -12.852653  -14.125541   20.583021   20.339934   -8.970705  -12.760971   20.674703   20.414108    0.809027
  33   20.994426   20.994426   -6.315059    3.272935   -8.633540  -11.675665  -12.797273   22.116035   21.898420   -8.559021  -11.601145   22.190555   21.958481    0.805979
  34   23.034607   23.034607   -6.448829    3.065926   -8.792232  -12.175134  -13.519410   24.378883   24.108867   -8.715078  -12.097981   24.456037   24.170523    0.799136
  35   24.517754   24.517754   -5.934297    3.133420   -8.875006  -11.675883  -12.821551   25.663423   25.426535   -8.786195  -11.587072   25.752234   25.496983    0.793232
  36   25.904815   25.904815   -6.413596    3.553834   -9.564983  -12.424745  -13.669877   27.149947   26.880112   -9.464612  -12.324373   27.250319   26.958732    0.783288
  37   28.372257   28.372257   -5.905403    3.566149   -9.637279  -11.976533  -13.074136   29.469860   29.221333   -9.536861  -11.876114   29.570278   29.299014    0.773573
  38   28.855160   28.855160   -4.947310    3.106136   -9.016531  -10.857704  -11.847306   29.844762   29.629104   -8.933325  -10.774499   29.927967   29.694177    0.782076
  39   31.384539   31.384539   -5.762354    3.085509  -10.076973  -12.753818  -13.651672   32.282393   32.041754   -9.974567  -12.651412   32.384799   32.116713    0.731984
  40   31.981545   31.981545   -5.920559    2.961183   -9.895617  -12.854994  -13.815472   32.942024   32.688985   -9.785381  -12.744757   33.052260   32.770179    0.736549
 
       k =  0.200000  0.200000  0.666667 ik =  12 spin = 1

   n        elda        ecor           x        sx-x          ch         sig         vxc        eqp0        eqp1         ch'        sig'       eqp0'       eqp1'         Znk
  11    2.429641    2.429641  -33.304422   17.549009  -11.826645  -27.582059  -24.683116   -0.469302    0.208780  -11.459489  -27.214903   -0.102146    0.490056    0.766093
  12    2.511772    2.511772  -33.418525   17.644540  -11.902859  -27.676844  -24.765862   -0.399210    0.280809  -11.532554  -27.306538   -0.028904    0.564610    0.766395
  13    2.970206    2.970206  -41.010217   20.411707  -13.653692  -34.252202  -30.794988   -0.487008    0.346335  -13.088836  -33.687346    0.077847    0.775035    0.758955
  14    2.983955    2.983955  -39.494746   19.858498  -13.348454  -32.984702  -29.658321   -0.342427    0.455311  -12.823174  -32.459422    0.182854    0.854617    0.760179
  15    3.155402    3.155402  -41.985931   20.728110  -13.868818  -35.126639  -31.617971   -0.353265    0.493888  -13.274207  -34.532028    0.241346    0.944933    0.758554
  16    3.237298    3.237298  -42.310894   20.927601  -14.047244  -35.430538  -31.925428   -0.267812    0.580795  -13.445968  -34.829262    0.333465    1.036499    0.757894
  17    3.916823    3.916823  -47.811298   22.241463  -14.785051  -40.354886  -36.431422   -0.006641    0.943404  -14.005859  -39.575694    0.772552    1.533919    0.757856
  18    4.000425    4.000425  -48.457096   22.412750  -14.875253  -40.919599  -36.972100    0.052926    1.010396  -14.079233  -40.123579    0.848946    1.613341    0.757449
  19    4.086272    4.086272  -48.672347   22.605809  -15.069225  -41.135763  -37.170613    0.121122    1.082061  -14.265974  -40.332512    0.924373    1.690647    0.757654
  20    4.187267    4.187267  -48.089151   22.437516  -15.006831  -40.658466  -36.739516    0.268317    1.215842  -14.219720  -39.871354    1.055429    1.812645    0.758220
  21    5.189644    5.189644  -38.892698   19.641105  -13.886641  -33.138235  -30.025624    2.077034    2.788324  -13.348693  -32.600287    2.614981    3.203340    0.771481
  22    5.652458    5.652458  -37.816574   19.300757  -13.851503  -32.367321  -29.369764    2.654901    3.330665  -13.335179  -31.850997    3.171225    3.730590    0.774562
  23    6.464844    6.464844  -30.273021   16.935120  -12.715844  -26.053745  -23.602206    4.013305    4.542906  -12.417790  -25.755691    4.311359    4.776572    0.783972
  24    6.474485    6.474485  -31.380966   17.239617  -12.896403  -27.037753  -24.484926    3.921658    4.475145  -12.565485  -26.706834    4.252577    4.734316    0.783187
  25    7.207686    7.207686  -32.251531   17.704567  -13.452279  -27.999243  -25.447346    4.655789    5.208925  -13.097297  -27.644260    5.010771    5.486963    0.783245
  26    7.605198    7.605198  -31.502018   17.824212  -13.761798  -27.439604  -24.998001    5.163595    5.693460  -13.439645  -27.117451    5.485749    5.945701    0.782985
  27   13.459070   13.459070   -9.969624    6.005736  -10.300043  -14.263931  -15.130510   14.325650   14.160235  -10.222842  -14.186730   14.402850   14.222699    0.809118
  28   14.894144   14.894144   -9.723678    5.650886  -10.192015  -14.264806  -15.172682   15.802019   15.626934  -10.095574  -14.168365   15.898460   15.704775    0.807148
  29   17.149944   17.149944   -9.071961    4.645059   -9.628652  -14.055554  -15.402917   18.497307   18.238358   -9.526174  -13.953076   18.599785   18.321141    0.807811
  30   17.448559   17.448559   -8.595705    4.373305   -9.274026  -13.496427  -14.655130   18.607262   18.387503   -9.167637  -13.390037   18.713651   18.473715    0.810341
  31   19.286214   19.286214   -7.611754    3.911864   -9.192698  -12.892589  -14.090006   20.483631   20.251297   -9.101440  -12.801331   20.574889   20.324849    0.805971
  32   19.310133   19.310133   -7.620102    3.836311   -9.063431  -12.847223  -14.125541   20.588451   20.343741   -8.971748  -12.755540   20.680134   20.417873    0.808569
  33   20.994426   20.994426   -6.315130    3.269620   -8.631248  -11.676758  -12.797273   22.114942   21.898109   -8.556728  -11.602238   22.189462   21.958209    0.806489
  34   23.034607   23.034607   -6.448768    3.070283   -8.793972  -12.172457  -13.519410   24.381560   24.111007   -8.716818  -12.095304   24.458714   24.172663    0.799137
  35   24.517754   24.517754   -5.934350    3.125600   -8.870102  -11.678852  -12.821551   25.660453   25.425147   -8.781290  -11.590040   25.749265   25.495671    0.794079
  36   25.904815   25.904815   -6.413626    3.554886   -9.565982  -12.424722  -13.669877   27.149970   26.880274   -9.465610  -12.324350   27.250342   26.958906    0.783403
  37   28.372257   28.372257   -5.905375    3.566274   -9.635204  -11.974305  -13.074136   29.472088   29.223812   -9.534786  -11.873887   29.572505   29.301561    0.774260
  38   28.855160   28.855160   -4.947245    3.106694   -9.019517  -10.860068  -11.847306   29.842398   29.626639   -8.936312  -10.776862   29.925604   29.691660    0.781452
  39   31.384539   31.384539   -5.762382    3.084622  -10.077892  -12.755651  -13.651672   32.280559   32.040748   -9.975486  -12.653246   32.382965   32.115746    0.732359
  40   31.981545   31.981545   -5.920597    2.965328   -9.896950  -12.852219  -13.815472   32.944798   32.690641   -9.786714  -12.741984   33.055034   32.771791    0.736147
 
       k =  0.200000  0.400000  0.000000 ik =  13 spin = 1

   n        elda        ecor           x        sx-x          ch         sig         vxc        eqp0        eqp1         ch'        sig'       eqp0'       eqp1'         Znk
  11    2.633851    2.633851  -38.217244   19.460688  -13.037113  -31.793669  -28.512339   -0.647479    0.134493  -12.545095  -31.301652   -0.155462    0.509258    0.761690
  12    2.949228    2.949228  -40.373984   20.206984  -13.555632  -33.722632  -30.326217   -0.447187    0.369692  -13.006683  -33.173684    0.101761    0.786611    0.759488
  13    3.085635    3.085635  -29.416687   16.168043  -11.180946  -24.429591  -21.839304    0.495348    1.082303  -10.908304  -24.156948    0.767991    1.293165    0.773402
  14    3.198318    3.198318  -39.568792   19.934369  -13.457717  -33.092140  -29.775482   -0.118340    0.672027  -12.927010  -32.561432    0.412368    1.076266    0.761698
  15    3.520204    3.520204  -41.454514   20.376522  -13.734328  -34.812320  -31.381328    0.089213    0.910440  -13.144762  -34.222753    0.678779    1.358891    0.760644
  16    3.583101    3.583101  -43.411974   21.269774  -14.312897  -36.455097  -32.922380    0.050384    0.904739  -13.676357  -35.818557    0.686925    1.387338    0.758159
  17    3.869688    3.869688  -47.667833   22.282771  -14.808907  -40.193969  -36.277007   -0.047274    0.904143  -14.034360  -39.419422    0.727273    1.490555    0.757103
  18    3.932981    3.932981  -47.503072   22.126725  -14.685930  -40.062277  -36.186338    0.057041    0.995603  -13.916285  -39.292632    0.826686    1.578878    0.757849
  19    4.138625    4.138625  -46.367802   21.943841  -14.716634  -39.140595  -35.390474    0.388504    1.293546  -13.982268  -38.406229    1.122870    1.850682    0.758663
  20    4.163032    4.163032  -47.036874   22.102853  -14.830097  -39.764118  -35.943619    0.342533    1.261955  -14.072125  -39.006146    1.100505    1.837518    0.759345
  21    4.766515    4.766515  -41.515369   20.491158  -14.181557  -35.205768  -31.875105    1.435852    2.214741  -13.577860  -34.602071    2.039550    2.677261    0.766146
  22    5.004131    5.004131  -35.462601   18.435451  -13.128968  -30.156117  -27.295103    2.143116    2.790285  -12.690236  -29.717386    2.581847    3.129774    0.773797
  23    5.100028    5.100028  -29.964368   16.517515  -11.995744  -25.442597  -22.878669    2.536101    3.096338  -11.700572  -25.147425    2.831273    3.327012    0.781493
  24    6.143970    6.143970  -32.538031   17.691444  -13.011593  -27.858181  -25.222319    3.508109    4.084982  -12.646950  -27.493538    3.872751    4.369821    0.781144
  25    6.849173    6.849173  -30.809606   17.190218  -13.001299  -26.620687  -24.157130    4.385617    4.916881  -12.684411  -26.303799    4.702504    5.165432    0.784351
  26    7.145086    7.145086  -32.386121   17.847140  -13.510597  -28.049578  -25.496443    4.591951    5.146920  -13.154368  -27.693349    4.948180    5.425717    0.782632
  27   15.089552   15.089552  -10.092525    5.900384  -10.705724  -14.897865  -16.103182   16.294869   16.058691  -10.618485  -14.810626   16.382108   16.128836    0.804053
  28   15.988415   15.988415   -9.952487    5.797752  -10.509434  -14.664170  -15.451592   16.775837   16.618444  -10.387616  -14.542352   16.897655   16.715913    0.800117
  29   16.074778   16.074778   -8.125279    3.981780   -8.235983  -12.379482  -13.154055   16.849351   16.713042   -8.116672  -12.260171   16.968663   16.811357    0.824020
  30   16.820923   16.820923  -10.116628    5.354602  -10.461921  -15.223948  -16.648983   18.245959   17.964071  -10.349681  -15.111708   18.358198   18.054108    0.802189
  31   19.025167   19.025167   -9.092021    4.933362  -10.245456  -14.404115  -15.594990   20.216043   19.973258  -10.123196  -14.281854   20.338303   20.070593    0.796129
  32   19.848702   19.848702   -7.963993    3.936011   -9.156674  -13.184656  -14.429909   21.093955   20.854735   -9.049530  -13.077512   21.201099   20.941296    0.807894
  33   20.991068   20.991068   -6.687698    3.781400   -9.248167  -12.154465  -13.135929   21.972532   21.772755   -9.155907  -12.062205   22.064792   21.846235    0.796450
  34   21.684199   21.684199   -6.825177    3.523789   -9.480364  -12.781752  -14.062930   22.965377   22.697441   -9.410397  -12.711785   23.035344   22.752776    0.790867
  35   23.696277   23.696277   -6.639270    3.181999   -9.299901  -12.757172  -14.144344   25.083449   24.790338   -9.224431  -12.681702   25.158919   24.849861    0.788699
  36   28.318498   28.318498   -6.382653    3.707422  -10.017217  -12.692448  -13.868028   29.494079   29.217916   -9.914218  -12.589448   29.597079   29.296719    0.765084
  37   28.844299   28.844299   -6.785276    4.438761  -10.505255  -12.851770  -14.159264   30.151793   29.867385  -10.390542  -12.737057   30.266505   29.957145    0.782479
  38   30.146308   30.146308   -4.767356    2.410307   -8.586374  -10.943422  -11.945702   31.148588   30.914734   -8.505360  -10.862408   31.229602   30.976846    0.766678
  39   31.033458   31.033458   -3.622721    1.210164   -7.160843   -9.573400  -10.538101   31.998159   31.785244   -7.131800   -9.544356   32.027203   31.807878    0.779294
  40   32.027378   32.027378   -6.232644    2.468158   -8.982599  -12.747085  -13.887935   33.168228   32.882796   -8.875572  -12.640058   33.275255   32.963046    0.749807
 
       k =  0.200000  0.400000  0.333333 ik =  14 spin = 1

   n        elda        ecor           x        sx-x          ch         sig         vxc        eqp0        eqp1         ch'        sig'       eqp0'       eqp1'         Znk
  11    2.547019    2.547019  -34.501772   18.044418  -12.152223  -28.609578  -25.617290   -0.445269    0.256803  -11.755219  -28.212573   -0.048264    0.560659    0.765373
  12    2.648083    2.648083  -31.889903   17.069291  -11.593196  -26.413809  -23.627732   -0.137994    0.506437  -11.260766  -26.081379    0.194436    0.761974    0.768696
  13    2.950350    2.950350  -40.017929   20.072525  -13.462870  -33.408275  -30.030306   -0.427619    0.381987  -12.921735  -32.867140    0.113515    0.793426    0.760328
  14    3.173013    3.173013  -38.237675   19.465802  -13.170377  -31.942250  -28.705959   -0.063277    0.703090  -12.673480  -31.445353    0.433620    1.082319    0.763196
  15    3.386270    3.386270  -41.297295   20.468350  -13.791167  -34.620113  -31.196036   -0.037807    0.784780  -13.211922  -34.040868    0.541438    1.224870    0.759764
  16    3.391777    3.391777  -42.186461   20.844578  -14.031170  -35.373054  -31.896668   -0.084608    0.754039  -13.430184  -34.772067    0.516378    1.210042    0.758759
  17    3.948821    3.948821  -47.863174   22.222185  -14.732950  -40.373939  -36.466868    0.041750    0.989444  -13.952542  -39.593531    0.822159    1.580558    0.757441
  18    3.974124    3.974124  -48.279379   22.293393  -14.747769  -40.733754  -36.804530    0.044900    0.999304  -13.956660  -39.942646    0.836009    1.598253    0.757101
  19    4.260767    4.260767  -47.646484   22.316803  -14.925300  -40.254982  -36.401329    0.407114    1.339497  -14.152987  -39.482668    1.179427    1.924951    0.758052
  20    4.295692    4.295692  -47.866717   22.354290  -14.944116  -40.456542  -36.568046    0.407197    1.346470  -14.162781  -39.675208    1.188531    1.939071    0.758448
  21    4.656073    4.656073  -41.130584   20.289241  -14.050915  -34.892258  -31.591555    1.355370    2.123818  -13.453064  -34.294407    1.953221    2.582482    0.767186
  22    4.823128    4.823128  -38.557138   19.386227  -13.576400  -32.747312  -29.642661    1.718477    2.430500  -13.048299  -32.219210    2.246579    2.837486    0.770659
  23    5.693625    5.693625  -32.023317   17.306963  -12.647510  -27.363864  -24.698039    3.027800    3.610915  -12.293259  -27.009613    3.382051    3.887678    0.781263
  24    6.565099    6.565099  -31.390518   17.272206  -12.951481  -27.069793  -24.519649    4.014955    4.566778  -12.617286  -26.735599    4.349149    4.828656    0.783611
  25    6.857098    6.857098  -30.779383   17.340745  -13.147638  -26.586275  -24.138588    4.409411    4.940098  -12.843001  -26.281638    4.714047    5.178686    0.783188
  26    7.324498    7.324498  -31.169381   17.649578  -13.526171  -27.045974  -24.611873    4.890397    5.418476  -13.213090  -26.732893    5.203478    5.663633    0.783050
  27   14.922335   14.922335   -8.645588    4.703366   -9.189419  -13.131641  -14.155624   15.946317   15.760372   -9.104774  -13.046996   16.030963   15.829647    0.818410
  28   15.578286   15.578286   -9.028413    5.059172   -9.580930  -13.550172  -14.402964   16.431079   16.270714   -9.477700  -13.446942   16.534309   16.354532    0.811953
  29   16.538893   16.538893   -9.704732    5.424745  -10.344077  -14.624064  -15.658221   17.573049   17.367387  -10.227925  -14.507912   17.689202   17.460440    0.801130
  30   17.030001   17.030001  -10.540894    5.839987  -11.236303  -15.937210  -17.405786   18.498576   18.194597  -11.125107  -15.826014   18.609772   18.282776    0.793011
  31   17.928798   17.928798   -8.206030    4.350176   -9.269060  -13.124915  -14.179078   18.982961   18.779752   -9.165343  -13.021197   19.086679   18.863476    0.807232
  32   18.736931   18.736931   -7.981730    4.025669   -9.160366  -13.116428  -14.367040   19.987543   19.748546   -9.063276  -13.019338   20.084633   19.827082    0.808896
  33   22.141340   22.141340   -6.050080    3.136698   -8.449396  -11.362778  -12.380940   23.159501   22.960890   -8.362486  -11.275868   23.246411   23.030846    0.804931
  34   22.862032   22.862032   -6.862412    3.331636   -9.286226  -12.817002  -14.163406   24.208435   23.929385   -9.201911  -12.732687   24.292750   23.996225    0.792744
  35   24.458833   24.458833   -6.588487    3.225637   -9.443787  -12.806637  -14.214683   25.866879   25.562569   -9.361119  -12.723969   25.949547   25.627371    0.783878
  36   26.048425   26.048425   -5.222908    3.231714   -8.990314  -10.981508  -12.025068   27.091985   26.874106   -8.910738  -10.901932   27.171561   26.937068    0.791216
  37   27.898613   27.898613   -6.156610    3.745135   -9.831892  -12.243368  -13.371251   29.026497   28.770706   -9.724371  -12.135846   29.134018   28.853843    0.773212
  38   29.878061   29.878061   -6.018617    3.216230   -9.673022  -12.475410  -13.641127   31.043778   30.764633   -9.570366  -12.372754   31.146434   30.842707    0.760538
  39   31.019771   31.019771   -5.989247    3.158273   -9.909454  -12.740428  -13.640632   31.919975   31.684017   -9.809968  -12.640942   32.019461   31.757426    0.737884
  40   31.526974   31.526974   -5.825752    2.866489   -9.618299  -12.577561  -13.529486   32.478899   32.234111   -9.516495  -12.475757   32.580703   32.309736    0.742850
 
       k =  0.200000  0.400000  0.666667 ik =  15 spin = 1

   n        elda        ecor           x        sx-x          ch         sig         vxc        eqp0        eqp1         ch'        sig'       eqp0'       eqp1'         Znk
  11    2.547019    2.547019  -34.501727   18.042706  -12.152205  -28.611226  -25.617290   -0.446917    0.255481  -11.755200  -28.214221   -0.049912    0.559346    0.765393
  12    2.648083    2.648083  -31.889846   17.070456  -11.593491  -26.412881  -23.627732   -0.137067    0.507158  -11.261061  -26.080451    0.195364    0.762695    0.768693
  13    2.950350    2.950350  -40.017934   20.068405  -13.460078  -33.409607  -30.030306   -0.428951    0.380886  -12.918943  -32.868473    0.112183    0.792340    0.760354
  14    3.173013    3.173013  -38.237649   19.467544  -13.170490  -31.940595  -28.705959   -0.061622    0.704485  -12.673594  -31.443699    0.435274    1.083694    0.763155
  15    3.386270    3.386270  -41.297289   20.470808  -13.793467  -34.619948  -31.196036   -0.037643    0.784952  -13.214221  -34.040703    0.541603    1.225034    0.759750
  16    3.391777    3.391777  -42.186451   20.846890  -14.032352  -35.371913  -31.896668   -0.083468    0.754881  -13.431366  -34.770927    0.517518    1.210889    0.758765
  17    3.948821    3.948821  -47.863175   22.220885  -14.732444  -40.374735  -36.466868    0.040954    0.988817  -13.952038  -39.594329    0.821360    1.579934    0.757447
  18    3.974124    3.974124  -48.279387   22.292812  -14.746438  -40.733012  -36.804531    0.045642    0.999902  -13.955327  -39.941901    0.836753    1.598846    0.757092
  19    4.260767    4.260767  -47.646502   22.315628  -14.924923  -40.255797  -36.401329    0.406298    1.338866  -14.152610  -39.483485    1.178610    1.924322    0.758055
  20    4.295692    4.295692  -47.866742   22.355515  -14.944976  -40.456203  -36.568046    0.407536    1.346712  -14.163639  -39.674866    1.188872    1.939318    0.758452
  21    4.656073    4.656073  -41.130588   20.289630  -14.051117  -34.892075  -31.591555    1.355552    2.123964  -13.453264  -34.294222    1.953405    2.582628    0.767185
  22    4.823128    4.823128  -38.557095   19.384823  -13.574874  -32.747146  -29.642661    1.718643    2.430655  -13.046775  -32.219047    2.246742    2.837635    0.770650
  23    5.693625    5.693625  -32.023456   17.309719  -12.650175  -27.363912  -24.698039    3.027752    3.610868  -12.295923  -27.009660    3.382004    3.887633    0.781266
  24    6.565099    6.565099  -31.390387   17.270555  -12.949279  -27.069111  -24.519649    4.015637    4.567345  -12.615086  -26.734918    4.349830    4.829219    0.783598
  25    6.857098    6.857098  -30.779594   17.347230  -13.147857  -26.580221  -24.138588    4.415465    4.944768  -12.843220  -26.275584    4.720102    5.183365    0.783217
  26    7.324498    7.324498  -31.169422   17.648798  -13.527170  -27.047794  -24.611873    4.888576    5.417077  -13.214090  -26.734714    5.201657    5.662231    0.783039
  27   14.922335   14.922335   -8.645575    4.701884   -9.190510  -13.134201  -14.155624   15.943758   15.758268   -9.105865  -13.049556   16.028403   15.827542    0.818401
  28   15.578286   15.578286   -9.028228    5.043035   -9.576709  -13.561902  -14.402964   16.419348   16.261194   -9.473480  -13.458673   16.522577   16.345012    0.811960
  29   16.538893   16.538893   -9.704898    5.441797  -10.348467  -14.611568  -15.658221   17.585546   17.377349  -10.232315  -14.495415   17.701698   17.470397    0.801083
  30   17.030001   17.030001  -10.540926    5.844893  -11.237315  -15.933348  -17.405786   18.502438   18.197780  -11.126120  -15.822153   18.613633   18.285968    0.793093
  31   17.928798   17.928798   -8.205863    4.330891   -9.262773  -13.137745  -14.179078   18.970130   18.769371   -9.159056  -13.034028   19.073848   18.853093    0.807209
  32   18.736931   18.736931   -7.981680    4.032782   -9.163659  -13.112556  -14.367040   19.991414   19.751863   -9.066569  -13.015466   20.088504   19.830413    0.809044
  33   22.141340   22.141340   -6.050115    3.128016   -8.443224  -11.365323  -12.380940   23.156956   22.958316   -8.356313  -11.278413   23.243867   23.028228    0.804414
  34   22.862032   22.862032   -6.862434    3.328840   -9.286281  -12.819875  -14.163406   24.205563   23.926456   -9.201967  -12.735560   24.289877   23.993255    0.792259
  35   24.458833   24.458833   -6.588532    3.228515   -9.444324  -12.804341  -14.214683   25.869175   25.564677   -9.361656  -12.721673   25.951843   25.629497    0.784097
  36   26.048425   26.048425   -5.222838    3.241185   -8.999975  -10.981627  -12.025068   27.091866   26.873778   -8.920399  -10.902051   27.171442   26.936722    0.790991
  37   27.898613   27.898613   -6.156631    3.744755   -9.829750  -12.241627  -13.371251   29.028238   28.772269   -9.722229  -12.134105   29.135759   28.855426    0.773404
  38   29.878061   29.878061   -6.018589    3.232427   -9.687757  -12.473920  -13.641127   31.045268   30.766297   -9.585102  -12.371264   31.147924   30.844417    0.760993
  39   31.019771   31.019771   -5.989251    3.157068   -9.910310  -12.742494  -13.640632   31.917910   31.682446   -9.810824  -12.643008   32.017396   31.755850    0.737832
  40   31.526974   31.526974   -5.825760    2.865949   -9.616958  -12.576769  -13.529486   32.479691   32.234094   -9.515155  -12.474966   32.581494   32.309654    0.742214
 

    n = band index
 elda = energy eigenvalue
 ecor = corrected energy eigenvalue
    x = bare exchange
   sx = screened exchange at energy ecor
   ch = coulomb hole at energy ecor
  sig = sx + ch = self-energy at energy ecor
  vxc = exchange-correlation potential
 eqp0 = elda - vxc + sig(ecor)
 eqp1 = eqp0 + (dsig/de) / (1 - dsig/de) * (eqp0 - ecor)
  Znk = quasiparticle renormalization factor

        finite_difference_form from sigma.inp file:
        none     = -2 : dsig/de = 0 [skip the expansion]
        backward = -1 : dsig/de = (sig(ecor) - sig(ecor-de)) / de
        central  =  0 : dsig/de = (sig(ecor+de) - sig(ecor-de)) / (2*de)
        forward  =  1 : dsig/de = (sig(ecor+de) - sig(ecor)) / de
        default  =  2 : forward for diagonal and none for off-diagonal
        de is finite_difference_spacing from sigma.inp file
        elda,ecor,x,sx,ch,sig,vxc,eqp0,eqp,de are in eV
        elda and vxc both contain vxc0 so it cancels out
        eqp1 and eqp0 are Eqs. (36-37) from Hybertsen & Louie PRB 34 5390

